,Suburb,ID,0 to 4,5 to 19,20 to 39,40 to 59,60+,Job requires Tertiary qualification,Job Does not require a Tertiary qualification,% holding Job requiring Tertiary,% holding job not requiring Tertiary,Born in Australia,Born outside of Australia,Percent born in Aus,Percent born outside of Aus
153,Heidelberg West,18427,421.0,1017.0,1760.0,1314.0,1036.0,745.0,1079.0,40.844298245614034,59.15570175438597,2986.0,2559.0,53.85031559963932,46.149684400360684
154,Highett,18717,787.0,1814.0,2679.0,3106.0,2072.0,2967.0,2224.0,57.1566172221152,42.843382777884806,6911.0,3543.0,66.10866653912379,33.89133346087622
155,Hillside,18837,1132.0,4280.0,4688.0,5158.0,1799.0,3551.0,4967.0,41.68818971589575,58.31181028410425,11294.0,5762.0,66.21716697936209,33.782833020637895
156,Hoppers Crossing,19067,2594.0,7715.0,11089.0,10678.0,6617.0,6421.0,11154.0,36.534850640113795,63.4651493598862,22778.0,15923.0,58.85636030076742,41.14363969923257
157,Hughesdale,19257,474.0,1256.0,2515.0,1993.0,1318.0,2146.0,1655.0,56.45882662457248,43.54117337542752,4141.0,3415.0,54.804129168872414,45.195870831127586
158,Huntingdale,19317,123.0,319.0,671.0,455.0,286.0,461.0,422.0,52.2083805209513,47.7916194790487,1015.0,847.0,54.51127819548872,45.48872180451128
159,Hurstbridge,19387,193.0,772.0,752.0,1069.0,658.0,1014.0,812.0,55.531215772179635,44.46878422782037,2888.0,562.0,83.71014492753623,16.28985507246377
160,Ivanhoe,19767,631.0,2086.0,3350.0,3468.0,2630.0,4011.0,2330.0,63.25500709667244,36.74499290332755,8402.0,3769.0,69.03294716950127,30.967052830498726
161,Ivanhoe East,19787,192.0,805.0,742.0,1141.0,938.0,1244.0,675.0,64.82542991141219,35.17457008858781,2885.0,930.0,75.62254259501967,24.37745740498034
162,Jacana,19797,134.0,305.0,720.0,511.0,449.0,287.0,482.0,37.32119635890767,62.67880364109233,1003.0,1125.0,47.133458646616546,52.866541353383454
163,Kealba,20817,208.0,549.0,995.0,815.0,634.0,610.0,869.0,41.24408384043273,58.75591615956728,1855.0,1339.0,58.07764558547276,41.92235441452724
164,Keilor,20857,240.0,1177.0,1185.0,1660.0,1611.0,1463.0,1396.0,51.17173837005946,48.82826162994054,4308.0,1545.0,73.60328036904151,26.396719630958483
165,Keilor Downs,20887,534.0,1683.0,2642.0,2669.0,2453.0,1784.0,2587.0,40.814458933882406,59.185541066117594,5372.0,4623.0,53.74687343671836,46.25312656328164
166,Keilor East,20897,831.0,2449.0,3331.0,3814.0,4084.0,3193.0,3300.0,49.176035730787,50.82396426921299,9520.0,4994.0,65.59184235910156,34.40815764089844
167,Keilor Lodge,20917,79.0,331.0,431.0,559.0,342.0,451.0,480.0,48.442534908700324,51.55746509129968,1160.0,592.0,66.21004566210046,33.789954337899545
168,Keilor Park,20957,193.0,385.0,649.0,633.0,865.0,476.0,636.0,42.805755395683455,57.194244604316545,1688.0,1031.0,62.08164766458256,37.91835233541743
169,Kensington,21037,741.0,1166.0,5108.0,2496.0,1310.0,4067.0,2227.0,64.6170956466476,35.3829043533524,6590.0,4222.0,60.95079541250462,39.049204587495375
170,Kew,21137,1065.0,4575.0,6764.0,6642.0,5547.0,7988.0,4206.0,65.50762670165655,34.49237329834345,15941.0,8664.0,64.78764478764478,35.21235521235521
171,Kew East,21167,376.0,1429.0,1455.0,2001.0,1380.0,2028.0,1198.0,62.86422814631122,37.13577185368877,4495.0,2140.0,67.7467972871138,32.25320271288621
172,Keysborough,21197,1750.0,5095.0,7672.0,6617.0,4667.0,4824.0,6936.0,41.0204081632653,58.97959183673469,11198.0,14587.0,43.42834981578437,56.57165018421563
173,Kilsyth,21497,743.0,1771.0,3019.0,2580.0,2761.0,2369.0,2791.0,45.91085271317829,54.08914728682171,8228.0,2663.0,75.54861812505739,24.451381874942612
174,Kings Park,21657,525.0,1559.0,2289.0,2048.0,1767.0,794.0,2045.0,27.96759422331807,72.03240577668193,3225.0,4973.0,39.33886313735057,60.66113686264942
175,Kingsbury,21677,186.0,493.0,1708.0,684.0,697.0,579.0,961.0,37.5974025974026,62.4025974025974,1528.0,2252.0,40.423280423280424,59.57671957671957
176,Kingsville,21717,377.0,548.0,1431.0,1052.0,523.0,1202.0,842.0,58.80626223091977,41.193737769080236,2546.0,1400.0,64.52103395843892,35.47896604156107
177,Knoxfield,21867,457.0,1355.0,1937.0,1928.0,1788.0,1709.0,1846.0,48.07313642756681,51.92686357243319,4751.0,2711.0,63.66925757169659,36.3307424283034
178,Kooyong,22117,20.0,160.0,182.0,211.0,244.0,272.0,137.0,66.50366748166259,33.496332518337404,574.0,243.0,70.25703794369646,29.74296205630355
179,Kurunjang,22327,820.0,2255.0,2957.0,2617.0,1412.0,1567.0,2820.0,35.71917027581491,64.2808297241851,7234.0,2836.0,71.83714001986097,28.162859980139025
180,Lalor,22937,1582.0,3879.0,6738.0,5218.0,5164.0,2992.0,5200.0,36.5234375,63.4765625,10091.0,12503.0,44.66229972559086,55.337700274409144
181,Langwarrin,23137,1490.0,4487.0,6046.0,6570.0,4002.0,5414.0,6602.0,45.05659121171771,54.94340878828229,17773.0,4815.0,78.68337170178856,21.31662829821144
182,Lower Plenty,24457,214.0,625.0,902.0,1055.0,1082.0,1097.0,781.0,58.41320553780618,41.58679446219382,3091.0,800.0,79.43973271652531,20.560267283474683
183,Maidstone,24877,597.0,1273.0,3895.0,2008.0,1255.0,2033.0,2287.0,47.06018518518518,52.93981481481481,4148.0,4884.0,45.92559787422498,54.07440212577502
184,Malvern,25047,518.0,1789.0,2606.0,2570.0,2573.0,3265.0,1607.0,67.01559934318556,32.98440065681445,7148.0,2918.0,71.01132525332804,28.988674746671965
185,Malvern East,25077,1089.0,4075.0,6639.0,5741.0,4160.0,6541.0,3898.0,62.6592585496695,37.34074145033049,14161.0,7546.0,65.23702031602708,34.76297968397291
186,Maribyrnong,25307,691.0,1767.0,5063.0,3166.0,1530.0,3392.0,3275.0,50.877456127193646,49.12254387280636,6105.0,6111.0,49.975442043222,50.02455795677799
187,McKinnon,25657,299.0,1506.0,1232.0,1952.0,1071.0,1746.0,1131.0,60.68821689259646,39.31178310740355,3682.0,2382.0,60.71899736147758,39.28100263852243
188,Meadow Heights,25717,1104.0,3582.0,4370.0,3864.0,1922.0,1375.0,2933.0,31.91736304549675,68.08263695450324,6990.0,7852.0,47.09607869559358,52.90392130440641
189,Melbourne,25807,1016.0,4576.0,32487.0,5724.0,3476.0,12333.0,9068.0,57.628148217373024,42.371851782626976,10142.0,37143.0,21.448662366501004,78.551337633499
190,Melton,25957,564.0,1359.0,2181.0,1932.0,2052.0,906.0,1942.0,31.81179775280899,68.18820224719101,5409.0,2660.0,67.03432891312431,32.965671086875695
191,Melton South,25997,925.0,2103.0,3481.0,2722.0,2300.0,1418.0,2843.0,33.27857310490495,66.72142689509505,7617.0,3900.0,66.13701484761657,33.86298515238344
192,Melton West,26007,1645.0,3997.0,5424.0,4186.0,2337.0,2734.0,4911.0,35.7619359058208,64.23806409417921,12225.0,5364.0,69.50366706464267,30.496332935357323
193,Mentone,26087,690.0,2097.0,3396.0,3692.0,3094.0,3727.0,2887.0,56.35016631387965,43.649833686120346,8698.0,4267.0,67.08831469340532,32.91168530659468
194,Mernda,26237,2091.0,3148.0,6238.0,3524.0,1456.0,3479.0,4414.0,44.077030279994936,55.922969720005064,10818.0,5640.0,65.73095151294204,34.269048487057965
195,Middle Park,26507,232.0,668.0,987.0,1249.0,1001.0,1462.0,600.0,70.90203685741999,29.09796314258002,2943.0,1200.0,71.03548153511949,28.964518464880523
196,Mill Park,26637,1661.0,5437.0,8493.0,8774.0,5333.0,6130.0,8464.0,42.00356310812663,57.99643689187337,17911.0,11799.0,60.28609895658028,39.713901043419725
197,Mitcham,26977,1114.0,2697.0,4715.0,4345.0,3283.0,4630.0,3571.0,56.45652969150103,43.54347030849897,10380.0,5768.0,64.2804062422591,35.719593757740896
198,Monbulk,27267,206.0,757.0,722.0,1031.0,867.0,874.0,860.0,50.403690888119954,49.596309111880046,2746.0,831.0,76.76824154319262,23.23175845680738
199,Mont Albert,27307,223.0,958.0,1200.0,1380.0,1086.0,1575.0,867.0,64.4963144963145,35.5036855036855,3196.0,1644.0,66.03305785123968,33.96694214876033
200,Montmorency,27387,638.0,1584.0,2190.0,2497.0,2047.0,2627.0,1967.0,57.18328254244667,42.81671745755333,7279.0,1681.0,81.23883928571428,18.761160714285715
201,Montrose,27397,415.0,1263.0,1593.0,1820.0,1671.0,1693.0,1664.0,50.431933273756336,49.56806672624367,5312.0,1449.0,78.5682591332643,21.43174086673569
202,Moonee Ponds,27497,797.0,2173.0,4636.0,3828.0,2834.0,4509.0,3088.0,59.352375937870214,40.647624062129786,9725.0,4525.0,68.24561403508773,31.75438596491228
203,Moorabbin,27577,403.0,924.0,1672.0,1584.0,1318.0,1511.0,1306.0,53.63862264820731,46.36137735179269,3525.0,2370.0,59.796437659033074,40.20356234096692
204,Mooroolbark,27707,1536.0,4256.0,6316.0,5611.0,4231.0,5230.0,5898.0,46.99856218547807,53.00143781452192,16520.0,5447.0,75.20371466290344,24.796285337096556
205,Mordialloc,27817,516.0,1476.0,2192.0,2414.0,1566.0,2394.0,1795.0,57.14967772738123,42.85032227261876,5560.0,2606.0,68.08719079108498,31.912809208915014
206,Mount Evelyn,28237,639.0,2059.0,2503.0,2769.0,1731.0,2427.0,2594.0,48.336984664409485,51.66301533559052,7951.0,1751.0,81.95217480931767,18.047825190682335
207,Mount Waverley,28457,1612.0,6318.0,8400.0,9181.0,8114.0,8696.0,6506.0,57.202999605315085,42.79700039468491,17372.0,16239.0,51.68546011722353,48.31453988277647
208,Mulgrave,29167,1198.0,3152.0,5508.0,4833.0,4683.0,4428.0,4379.0,50.27818780515499,49.72181219484501,9680.0,9688.0,49.979347377116895,50.02065262288311
209,Murrumbeena,29437,589.0,1542.0,3449.0,2642.0,1714.0,3078.0,2171.0,58.63974090302915,41.36025909697085,5966.0,3960.0,60.104775337497486,39.89522466250252
210,Narre Warren,30017,1831.0,5452.0,7797.0,7407.0,4133.0,4990.0,7620.0,39.57176843774782,60.42823156225218,15516.0,11105.0,58.28481274182037,41.71518725817963
211,New Gisborne,30407,175.0,569.0,484.0,697.0,470.0,595.0,524.0,53.172475424486144,46.82752457551385,1984.0,403.0,83.11688311688312,16.883116883116884
212,Newport,30557,1079.0,2310.0,3670.0,3983.0,1874.0,4156.0,2664.0,60.93841642228739,39.06158357771261,9366.0,3550.0,72.5147104366677,27.485289563332298
213,Niddrie,30687,342.0,1023.0,1418.0,1619.0,1071.0,1466.0,1388.0,51.36650315346881,48.63349684653118,4141.0,1338.0,75.57948530753788,24.420514692462127
214,Noble Park,30827,2258.0,4757.0,11010.0,6996.0,5970.0,4245.0,8289.0,33.86787936811872,66.13212063188129,10747.0,20251.0,34.66997870830376,65.33002129169624
215,North Melbourne,31037,589.0,2069.0,8171.0,2613.0,1498.0,4155.0,2695.0,60.65693430656934,39.34306569343066,6210.0,8730.0,41.566265060240966,58.43373493975904
216,North Warrandyte,31077,195.0,674.0,561.0,1025.0,488.0,952.0,575.0,62.344466273739364,37.65553372626064,2334.0,622.0,78.95805142083897,21.04194857916103
217,Northcote,31107,1376.0,3656.0,8698.0,6833.0,3993.0,8825.0,4663.0,65.4285290628707,34.5714709371293,16878.0,7683.0,68.71870037864907,31.28129962135092
218,Notting Hill,31177,147.0,389.0,1704.0,483.0,325.0,721.0,561.0,56.240249609984396,43.7597503900156,964.0,2086.0,31.60655737704918,68.39344262295081
219,Nunawading,31307,788.0,2007.0,3500.0,3012.0,2568.0,3071.0,2525.0,54.87848463187991,45.121515368120086,7063.0,4813.0,59.472886493768954,40.52711350623105
220,Oak Park,31507,425.0,1025.0,2115.0,1568.0,1076.0,1597.0,1513.0,51.350482315112544,48.64951768488746,3899.0,2306.0,62.83642224012893,37.16357775987107
221,Oakleigh,31547,420.0,1338.0,2465.0,2164.0,1520.0,2066.0,1714.0,54.65608465608466,45.34391534391534,4403.0,3490.0,55.78360572659319,44.21639427340682
222,Oakleigh East,31567,401.0,909.0,2461.0,1464.0,1209.0,1512.0,1472.0,50.67024128686327,49.32975871313673,2941.0,3503.0,45.63935443823712,54.36064556176288
223,Oakleigh South,31597,514.0,1506.0,2578.0,2514.0,2150.0,2162.0,2249.0,49.01382906370437,50.98617093629563,4870.0,4391.0,52.58611381060361,47.41388618939639
224,Officer,31647,720.0,1420.0,2687.0,1641.0,659.0,1844.0,2070.0,47.11292795094533,52.88707204905467,4976.0,2157.0,69.76026917145661,30.239730828543387
225,Ormond,31767,445.0,1630.0,2657.0,2376.0,1312.0,2516.0,1835.0,57.82578717536199,42.17421282463801,4805.0,3612.0,57.08684804562195,42.913151954378044
226,Pakenham,31947,4708.0,9742.0,14897.0,10196.0,6880.0,8287.0,12462.0,39.93927418188829,60.06072581811171,33071.0,13350.0,71.24146399258956,28.75853600741044
227,Parkdale,32107,224.0,1408.0,3838.0,801.0,1126.0,1982.0,1514.0,56.693363844393595,43.30663615560641,3719.0,3690.0,50.19570792279659,49.8042920772034
228,Parkville,32107,224.0,1408.0,3838.0,801.0,1126.0,1982.0,1514.0,56.693363844393595,43.30663615560641,3719.0,3690.0,50.19570792279659,49.8042920772034
229,Pascoe Vale,32147,1202.0,2619.0,5860.0,4228.0,3145.0,4333.0,3912.0,52.55306246209825,47.44693753790175,10619.0,6432.0,62.277872265556276,37.72212773444373
230,Plumpton,32897,456.0,805.0,2007.0,759.0,301.0,1013.0,1235.0,45.062277580071175,54.937722419928825,2258.0,2066.0,52.22016651248844,47.77983348751157
231,Point Cook,32927,5584.0,11177.0,17084.0,12404.0,3671.0,12342.0,11413.0,51.955377815196805,48.044622184803195,24131.0,25798.0,48.33062949388131,51.66937050611868
232,Port Melbourne,33267,967.0,1702.0,5349.0,4979.0,3193.0,5990.0,2952.0,66.98725117423395,33.012748825766046,10210.0,5965.0,63.122102009273576,36.877897990726424
233,Prahran,33397,505.0,965.0,6813.0,2742.0,1946.0,5199.0,2703.0,65.79347000759302,34.206529992406985,7458.0,5524.0,57.44877522723771,42.55122477276229
234,Preston,33507,1987.0,4745.0,11724.0,8785.0,5615.0,8325.0,7397.0,52.951278463299836,47.048721536700164,19004.0,13847.0,57.849076131624614,42.150923868375386
235,Princes Hill,33537,105.0,257.0,809.0,467.0,480.0,748.0,371.0,66.84539767649687,33.15460232350313,1419.0,707.0,66.74506114769521,33.2549388523048
236,Reservoir,34167,3393.0,7019.0,16846.0,12069.0,11138.0,9750.0,11659.0,45.541594656452894,54.45840534354711,27136.0,23338.0,53.762333082379044,46.23766691762095
237,Richmond,34297,1173.0,2438.0,13885.0,6249.0,3979.0,10863.0,6021.0,64.33901918976545,35.66098081023454,16606.0,11099.0,59.93863923479517,40.06136076520483
238,Riddells Creek,34347,207.0,871.0,778.0,1287.0,806.0,1050.0,1018.0,50.77369439071566,49.22630560928433,3292.0,655.0,83.40511781099569,16.594882189004306
239,Ringwood,34397,1195.0,2816.0,5389.0,4244.0,3821.0,4149.0,4129.0,50.12080212611741,49.87919787388258,10965.0,6506.0,62.76114704367237,37.23885295632763
240,Ringwood East,34437,697.0,1763.0,2805.0,2799.0,2208.0,2672.0,2313.0,53.60080240722167,46.399197592778336,7058.0,3207.0,68.7579152459815,31.242084754018514
241,Ringwood North,34477,549.0,2001.0,2116.0,2884.0,2279.0,2738.0,2240.0,55.00200883889113,44.99799116110888,7384.0,2448.0,75.10170870626526,24.898291293734744
242,Ripponlea,34527,121.0,258.0,647.0,361.0,171.0,543.0,309.0,63.732394366197184,36.267605633802816,941.0,635.0,59.70812182741116,40.29187817258883
243,Rockbank,34697,81.0,269.0,421.0,441.0,323.0,164.0,428.0,27.7027027027027,72.2972972972973,916.0,620.0,59.635416666666664,40.36458333333333
244,Rosanna,34817,583.0,1459.0,2020.0,2235.0,2198.0,2294.0,1619.0,58.62509583439815,41.37490416560184,5984.0,2514.0,70.4165686043775,29.5834313956225
245,Rowville,35057,1865.0,7010.0,8491.0,10494.0,5796.0,8667.0,9279.0,48.29488465396189,51.70511534603811,21599.0,12073.0,64.14528391541934,35.85471608458066
246,Roxburgh Park,35077,1702.0,6060.0,6121.0,5888.0,2044.0,2688.0,4749.0,36.14360629286003,63.85639370713998,10006.0,11811.0,45.863317596369804,54.136682403630196
247,Sandhurst,35597,424.0,973.0,1325.0,1485.0,784.0,1479.0,1262.0,53.95840933965705,46.04159066034294,3227.0,1754.0,64.78618751254768,35.213812487452316
248,Sandringham,35637,492.0,1923.0,1960.0,3122.0,2737.0,3184.0,1796.0,63.93574297188756,36.06425702811245,7167.0,3074.0,69.98340005858803,30.016599941411968
249,Scoresby,35767,324.0,1233.0,1593.0,1758.0,1116.0,1365.0,1625.0,45.65217391304348,54.347826086956516,3604.0,2418.0,59.84722683493856,40.15277316506144
250,Seabrook,35847,380.0,1058.0,1445.0,1548.0,683.0,1080.0,1336.0,44.70198675496689,55.29801324503312,3051.0,2073.0,59.54332552693209,40.45667447306791
251,Seaford,35867,1082.0,2373.0,4552.0,4612.0,3838.0,3562.0,4072.0,46.659680377259626,53.340319622740374,11695.0,4768.0,71.0380854036324,28.96191459636761
252,Seaholme,35887,117.0,296.0,424.0,593.0,499.0,474.0,457.0,50.912996777658435,49.08700322234157,1327.0,601.0,68.82780082987551,31.172199170124482
253,Seddon,35997,417.0,614.0,2073.0,1418.0,600.0,1796.0,1104.0,61.93103448275862,38.068965517241374,3318.0,1805.0,64.7667382393129,35.23326176068709
254,Silvan,36387,79.0,251.0,254.0,371.0,297.0,325.0,300.0,52.0,48.0,946.0,300.0,75.92295345104334,24.077046548956663
255,Skye,36517,683.0,1859.0,2299.0,2375.0,884.0,1630.0,2519.0,39.28657507833213,60.713424921667865,5946.0,2150.0,73.44367588932806,26.556324110671937
256,South Kingsville,36757,160.0,284.0,675.0,558.0,272.0,615.0,468.0,56.78670360110804,43.21329639889196,1319.0,628.0,67.7452491011813,32.2547508988187
257,South Melbourne,36797,566.0,1034.0,4421.0,2893.0,2014.0,3892.0,1883.0,67.39393939393939,32.6060606060606,6046.0,4874.0,55.36630036630037,44.633699633699635
258,South Morang,36827,1879.0,5522.0,7112.0,6460.0,3086.0,5105.0,6713.0,43.196818412590964,56.803181587409036,15841.0,8219.0,65.83956774729842,34.160432252701575
259,South Yarra,36877,812.0,1925.0,13859.0,4831.0,3711.0,10147.0,4958.0,67.17643164515061,32.823568354849385,12846.0,12301.0,51.08362826579711,48.91637173420288
260,Southbank,36897,579.0,1129.0,12509.0,3024.0,1465.0,6795.0,3973.0,63.10364041604755,36.89635958395245,5517.0,13192.0,29.488481479501843,70.51151852049816
261,Spotswood,36987,210.0,367.0,873.0,730.0,425.0,866.0,553.0,61.02889358703312,38.971106412966876,1833.0,771.0,70.39170506912443,29.60829493087558
262,Springvale,37117,1371.0,3433.0,7597.0,4938.0,4355.0,2780.0,5296.0,34.422981674096086,65.57701832590391,6130.0,15584.0,28.230634613613336,71.76936538638667
263,Springvale South,37157,823.0,2373.0,3931.0,3255.0,2385.0,1623.0,3555.0,31.3441483198146,68.65585168018539,4645.0,8123.0,36.38001253132832,63.61998746867168
264,St Albans,37177,2420.0,6174.0,12199.0,8625.0,7904.0,4050.0,9009.0,31.013094417643007,68.986905582357,12170.0,25139.0,32.61947519365301,67.380524806347
265,St Helena,37357,164.0,537.0,673.0,856.0,691.0,805.0,755.0,51.60256410256411,48.3974358974359,2385.0,538.0,81.59425248032844,18.40574751967157
266,St Kilda,37407,625.0,1178.0,10664.0,5205.0,2546.0,7432.0,4690.0,61.31001484903481,38.68998515096519,10366.0,9864.0,51.240731586752354,48.75926841324765
267,Strathmore,38037,414.0,1849.0,1849.0,2547.0,1759.0,2444.0,1883.0,56.48255142130807,43.51744857869193,6602.0,1817.0,78.41786435443639,21.582135645563604
268,Strathmore Heights,38047,60.0,193.0,237.0,249.0,275.0,204.0,256.0,44.34782608695652,55.65217391304348,775.0,229.0,77.19123505976096,22.808764940239044
269,Sunbury,38197,2439.0,7211.0,9372.0,10191.0,6871.0,7734.0,10146.0,43.25503355704698,56.744966442953015,28535.0,7549.0,79.07937035805344,20.92062964194657
270,Sunshine,38277,724.0,1398.0,3767.0,2258.0,1637.0,1652.0,2470.0,40.07763221737021,59.92236778262979,4076.0,5692.0,41.72809172809173,58.271908271908266
271,Sunshine North,38287,794.0,2047.0,3609.0,2892.0,2354.0,1486.0,2932.0,33.635129017655046,66.36487098234495,4394.0,7306.0,37.55555555555555,62.44444444444445
272,Sunshine West,38297,1202.0,3146.0,5808.0,4381.0,4052.0,2326.0,4639.0,33.395549174443644,66.60445082555636,7442.0,11138.0,40.05382131324004,59.94617868675996
273,Surrey Hills,38357,689.0,2843.0,3155.0,4018.0,2901.0,4463.0,2378.0,65.23900014617746,34.76099985382254,9635.0,3970.0,70.81955163542814,29.18044836457185
274,Sydenham,38547,681.0,2156.0,3468.0,2940.0,1600.0,1940.0,3124.0,38.309636650868875,61.69036334913112,5470.0,5368.0,50.470566525189156,49.52943347481085
275,Tarneit,39087,4208.0,7993.0,13388.0,6765.0,2202.0,5936.0,9532.0,38.37600206878717,61.62399793121283,15398.0,19164.0,44.55181991782883,55.44818008217117
276,Taylors Hill,39447,1340.0,4032.0,4359.0,3830.0,1361.0,2888.0,3944.0,42.27166276346605,57.72833723653395,9164.0,5757.0,61.41679512097045,38.58320487902955
277,Taylors Lakes,39487,604.0,3120.0,3734.0,5224.0,2823.0,3563.0,4557.0,43.87931034482759,56.12068965517242,9852.0,5667.0,63.4834718731877,36.51652812681229
278,Templestowe,39607,697.0,2944.0,3589.0,4599.0,4815.0,4363.0,3238.0,57.40034206025523,42.59965793974477,9385.0,7233.0,56.47490672764472,43.52509327235528
279,Templestowe Lower,39637,728.0,2270.0,2854.0,3577.0,4003.0,3343.0,2543.0,56.79578661230037,43.204213387699625,7825.0,5604.0,58.26941693350213,41.73058306649788
280,The Basin,39797,296.0,852.0,1073.0,1293.0,903.0,1117.0,1117.0,50.0,50.0,3448.0,968.0,78.07971014492753,21.920289855072465
281,Thomastown,39897,1233.0,3167.0,6108.0,4707.0,5297.0,2512.0,4866.0,34.047167253998374,65.95283274600162,8404.0,12119.0,40.94917896993617,59.05082103006383
282,Thornbury,39937,1131.0,2502.0,6888.0,4947.0,3080.0,5937.0,3940.0,60.1093449427964,39.8906550572036,12090.0,6478.0,65.11202068074105,34.88797931925894
283,Toorak,40457,395.0,1661.0,3687.0,3108.0,4062.0,4267.0,2226.0,65.71692592022178,34.283074079778224,8229.0,4680.0,63.74622356495468,36.25377643504532
284,Travancore,40727,115.0,199.0,1556.0,372.0,242.0,775.0,563.0,57.92227204783259,42.077727952167415,961.0,1519.0,38.75,61.25000000000001
285,Truganina,40897,2767.0,3888.0,9631.0,3363.0,1050.0,3559.0,5279.0,40.26929169495361,59.730708305046385,8148.0,12539.0,39.38705467201624,60.61294532798376
286,Tullamarine,40947,401.0,851.0,2139.0,1646.0,1567.0,1176.0,1884.0,38.43137254901961,61.568627450980394,3869.0,2736.0,58.57683573050719,41.42316426949281
287,Upwey,41407,400.0,1313.0,1615.0,2165.0,1156.0,1910.0,1701.0,52.89393519800609,47.10606480199391,5269.0,1383.0,79.2092603728202,20.790739627179796
288,Vermont,41507,632.0,2169.0,2396.0,2847.0,2396.0,2656.0,2236.0,54.29272281275552,45.707277187244486,6670.0,3772.0,63.87665198237885,36.12334801762114
289,Vermont South,41517,475.0,2169.0,2434.0,3027.0,3578.0,2809.0,2471.0,53.20075757575757,46.79924242424243,6352.0,5326.0,54.392875492378835,45.607124507621165
290,Viewbank,41617,384.0,1429.0,1320.0,1981.0,1801.0,1805.0,1334.0,57.502389295954124,42.497610704045876,4716.0,2207.0,68.12075689729886,31.879243102701142
291,Wallan,41947,930.0,2469.0,3189.0,3003.0,1482.0,2108.0,3079.0,40.640061692693266,59.35993830730673,8482.0,2592.0,76.59382337005599,23.406176629944014
292,Wantirna,42327,718.0,2389.0,3441.0,3624.0,3619.0,3328.0,3335.0,49.94747110911001,50.05252889088999,8317.0,5501.0,60.18960775799681,39.81039224200318
293,Wantirna South,42337,922.0,3301.0,4960.0,5161.0,4933.0,4816.0,4568.0,51.32139812446718,48.67860187553282,10338.0,8933.0,53.64537387784755,46.35462612215246
294,Warrandyte,42597,203.0,1315.0,984.0,1809.0,1178.0,1715.0,1136.0,60.15433181339881,39.84566818660119,4202.0,1300.0,76.37222828062524,23.627771719374774
295,Waterways,42857,174.0,610.0,566.0,823.0,282.0,684.0,582.0,54.02843601895735,45.97156398104265,1266.0,1195.0,51.442503047541656,48.55749695245835
296,Watsonia,42887,356.0,879.0,1466.0,1407.0,1113.0,1272.0,1196.0,51.53970826580226,48.46029173419773,3936.0,1278.0,75.4890678941312,24.510932105868815
297,Watsonia North,42897,243.0,672.0,972.0,988.0,948.0,921.0,971.0,48.678646934460886,51.321353065539114,2859.0,955.0,74.96067121132668,25.03932878867331
298,Werribee,43317,2774.0,7398.0,11834.0,10739.0,7603.0,6801.0,10954.0,38.30470290059138,61.69529709940862,25234.0,15111.0,62.545544677159505,37.4544553228405
299,West Footscray,43407,889.0,1485.0,4682.0,2866.0,1529.0,2940.0,2910.0,50.256410256410255,49.743589743589745,6250.0,5200.0,54.58515283842795,45.414847161572055
300,West Melbourne,43457,182.0,400.0,3584.0,994.0,338.0,1883.0,1169.0,61.69724770642202,38.30275229357798,2318.0,3197.0,42.03082502266546,57.96917497733454
301,Westmeadows,43577,316.0,966.0,1648.0,1527.0,1388.0,1069.0,1693.0,38.7038377986966,61.2961622013034,3975.0,1873.0,67.97195622435021,32.02804377564979
302,Wheelers Hill,43647,846.0,3479.0,4003.0,5252.0,6165.0,4905.0,3876.0,55.859241544243254,44.140758455756746,10167.0,9586.0,51.47066268414924,48.52933731585075
303,Whittlesea,43777,329.0,1231.0,1264.0,1501.0,1311.0,1160.0,1347.0,46.270442760271244,53.72955723972876,4599.0,1012.0,81.9639992871146,18.036000712885404
304,Williams Landing,48227,884.0,1181.0,2951.0,1338.0,299.0,1771.0,1556.0,53.23113916441239,46.76886083558762,2556.0,4090.0,38.45922359313873,61.540776406861276
305,Williamstown,43967,764.0,2891.0,2749.0,4634.0,2922.0,4301.0,2564.0,62.65112891478514,37.34887108521486,10264.0,3705.0,73.47698475195075,26.523015248049255
306,Williamstown North,43977,87.0,264.0,388.0,496.0,346.0,423.0,327.0,56.39999999999999,43.6,1094.0,499.0,68.67545511613308,31.324544883866917
307,Windsor,44117,250.0,475.0,3787.0,1395.0,1378.0,2738.0,1602.0,63.08755760368664,36.91244239631337,4071.0,3210.0,55.91264936135146,44.08735063864854
308,Wollert,44357,1281.0,1566.0,4023.0,1549.0,631.0,1733.0,2447.0,41.45933014354067,58.540669856459324,4275.0,4785.0,47.18543046357616,52.81456953642384
309,Wonga Park,44437,157.0,883.0,724.0,1291.0,750.0,1134.0,970.0,53.89733840304183,46.10266159695818,3136.0,660.0,82.61327713382508,17.38672286617492
310,Wyndham Vale,45307,2448.0,5348.0,8079.0,5207.0,2212.0,3888.0,6510.0,37.39180611656088,62.60819388343912,14363.0,8910.0,61.7152923989172,38.2847076010828
311,Yallambie,45427,313.0,832.0,1207.0,1068.0,699.0,1196.0,956.0,55.576208178438655,44.42379182156134,3182.0,935.0,77.28928831673548,22.710711683264513
312,Yarra Glen,45657,176.0,604.0,682.0,773.0,632.0,722.0,738.0,49.45205479452055,50.54794520547945,2300.0,569.0,80.16730568142209,19.8326943185779
313,Yarraville,45777,1152.0,2275.0,5051.0,4309.0,2162.0,4982.0,3161.0,61.1813827827582,38.8186172172418,10297.0,4668.0,68.80721683929168,31.19278316070832
