,Unnamed: 0,Unnamed: 0.1,Suburb,ID,0 to 4,5 to 19,20 to 39,40 to 59,60+,Not Stated,Machinery,Labourers,Community,Technicians,Sales,Clerical,Managers,Professionals,Born in Australia,Total
208,208,208,Mulgrave,29167,1198.0,3152.0,5508.0,4833.0,4683.0,151,470,698,713,1086,935,1412,1155,2187,9680,19368
209,209,209,Murrumbeena,29437,589.0,1542.0,3449.0,2642.0,1714.0,78,143,290,449,502,505,706,816,1760,5966,9926
210,210,210,Narre Warren,30017,1831.0,5452.0,7797.0,7407.0,4133.0,236,1242,1503,1318,2167,1439,1882,1109,1714,15516,26621
211,211,211,New Gisborne,30407,175.0,569.0,484.0,697.0,470.0,8,58,57,141,156,90,170,201,238,1984,2387
212,212,212,Newport,30557,1079.0,2310.0,3670.0,3983.0,1874.0,112,239,315,559,676,504,935,1274,2206,9366,12916
213,213,213,Niddrie,30687,342.0,1023.0,1418.0,1619.0,1071.0,69,106,174,272,352,276,491,430,684,4141,5479
214,214,214,Noble Park,30827,2258.0,4757.0,11010.0,6996.0,5970.0,335,1558,2315,1562,1805,1084,1435,819,1621,10747,30998
215,215,215,North Melbourne,31037,589.0,2069.0,8171.0,2613.0,1498.0,111,132,339,772,439,575,766,841,2875,6210,14940
216,216,216,North Warrandyte,31077,195.0,674.0,561.0,1025.0,488.0,21,29,61,160,195,115,189,270,487,2334,2956
217,217,217,Northcote,31107,1376.0,3656.0,8698.0,6833.0,3993.0,207,229,479,1242,1049,961,1545,2099,5677,16878,24561
218,218,218,Notting Hill,31177,147.0,389.0,1704.0,483.0,325.0,9,54,94,114,121,125,165,123,477,964,3050
219,219,219,Nunawading,31307,788.0,2007.0,3500.0,3012.0,2568.0,81,207,396,546,644,493,802,724,1703,7063,11876
220,220,220,Oak Park,31507,425.0,1025.0,2115.0,1568.0,1076.0,40,126,247,308,389,291,501,402,806,3899,6205
221,221,221,Oakleigh,31547,420.0,1338.0,2465.0,2164.0,1520.0,54,121,277,331,427,387,544,510,1129,4403,7893
222,222,222,Oakleigh East,31567,401.0,909.0,2461.0,1464.0,1209.0,51,150,238,283,354,324,426,337,821,2941,6444
223,223,223,Oakleigh South,31597,514.0,1506.0,2578.0,2514.0,2150.0,76,223,385,433,611,466,666,521,1030,4870,9261
224,224,224,Officer,31647,720.0,1420.0,2687.0,1641.0,659.0,42,243,293,419,661,435,638,472,711,4976,7133
225,225,225,Ormond,31767,445.0,1630.0,2657.0,2376.0,1312.0,64,117,251,422,385,404,577,643,1488,4805,8417
226,226,226,Pakenham,31947,4708.0,9742.0,14897.0,10196.0,6880.0,326,1974,2520,2380,3598,2338,2924,1950,2739,33071,46421
227,227,227,Parkdale,32107,224.0,1408.0,3838.0,801.0,1126.0,54,40,258,492,162,283,387,353,1467,3719,7409
228,228,228,Parkville,32107,224.0,1408.0,3838.0,801.0,1126.0,54,40,258,492,162,283,387,353,1467,3719,7409
229,229,229,Pascoe Vale,32147,1202.0,2619.0,5860.0,4228.0,3145.0,139,358,565,797,1056,736,1317,1036,2241,10619,17051
230,230,230,Plumpton,32897,456.0,805.0,2007.0,759.0,301.0,59,188,158,222,328,220,388,240,445,2258,4324
231,231,231,Point Cook,32927,5584.0,11177.0,17084.0,12404.0,3671.0,420,1386,1509,2203,2615,2284,3611,3663,6064,24131,49929
232,232,232,Port Melbourne,33267,967.0,1702.0,5349.0,4979.0,3193.0,134,152,270,571,593,707,1118,2214,3183,10210,16175
233,233,233,Prahran,33397,505.0,965.0,6813.0,2742.0,1946.0,127,90,206,709,533,663,908,1496,3170,7458,12982
234,234,234,Preston,33507,1987.0,4745.0,11724.0,8785.0,5615.0,252,638,1237,1729,1785,1482,2059,1845,4695,19004,32851
235,235,235,Princes Hill,33537,105.0,257.0,809.0,467.0,480.0,19,24,23,98,48,79,128,167,533,1419,2126
236,236,236,Reservoir,34167,3393.0,7019.0,16846.0,12069.0,11138.0,414,1376,2416,2342,3097,2062,3049,2064,4589,27136,50474
237,237,237,Richmond,34297,1173.0,2438.0,13885.0,6249.0,3979.0,262,274,668,1424,1237,1407,1986,2979,6647,16606,27705
238,238,238,Riddells Creek,34347,207.0,871.0,778.0,1287.0,806.0,25,91,136,271,383,173,322,259,408,3292,3947
239,239,239,Ringwood,34397,1195.0,2816.0,5389.0,4244.0,3821.0,127,345,670,930,1159,787,1270,951,2039,10965,17471
240,240,240,Ringwood East,34437,697.0,1763.0,2805.0,2799.0,2208.0,64,203,374,504,706,474,694,614,1352,7058,10265
241,241,241,Ringwood North,34477,549.0,2001.0,2116.0,2884.0,2279.0,69,104,269,491,621,555,752,784,1333,7384,9832
242,242,242,Ripponlea,34527,121.0,258.0,647.0,361.0,171.0,10,15,35,88,96,73,88,118,329,941,1576
243,243,243,Rockbank,34697,81.0,269.0,421.0,441.0,323.0,23,110,75,70,89,72,78,43,32,916,1536
244,244,244,Rosanna,34817,583.0,1459.0,2020.0,2235.0,2198.0,70,96,200,348,364,335,570,536,1394,5984,8498
245,245,245,Rowville,35057,1865.0,7010.0,8491.0,10494.0,5796.0,252,922,1303,1634,2541,2188,2980,2336,3790,21599,33672
246,246,246,Roxburgh Park,35077,1702.0,6060.0,6121.0,5888.0,2044.0,170,926,968,958,1063,818,909,596,1029,10006,21817
247,247,247,Sandhurst,35597,424.0,973.0,1325.0,1485.0,784.0,49,83,122,225,314,329,454,553,612,3227,4981
248,248,248,Sandringham,35637,492.0,1923.0,1960.0,3122.0,2737.0,73,69,171,442,346,435,606,1137,1701,7167,10241
249,249,249,Scoresby,35767,324.0,1233.0,1593.0,1758.0,1116.0,54,200,250,334,415,364,423,335,615,3604,6022
250,250,250,Seabrook,35847,380.0,1058.0,1445.0,1548.0,683.0,51,237,221,247,358,221,359,237,485,3051,5124
251,251,251,Seaford,35867,1082.0,2373.0,4552.0,4612.0,3838.0,134,537,710,898,1370,737,1056,822,1370,11695,16463
252,252,252,Seaholme,35887,117.0,296.0,424.0,593.0,499.0,13,50,51,92,128,92,159,127,219,1327,1928
253,253,253,Seddon,35997,417.0,614.0,2073.0,1418.0,600.0,46,80,162,250,243,222,344,461,1092,3318,5123
254,254,254,Silvan,36387,79.0,251.0,254.0,371.0,297.0,14,35,62,60,115,46,83,129,81,946,1246
255,255,255,Skye,36517,683.0,1859.0,2299.0,2375.0,884.0,69,371,493,515,706,440,631,396,528,5946,8096
256,256,256,South Kingsville,36757,160.0,284.0,675.0,558.0,272.0,15,51,77,93,128,69,163,175,312,1319,1947
257,257,257,South Melbourne,36797,566.0,1034.0,4421.0,2893.0,2014.0,88,55,159,442,364,407,732,1197,2331,6046,10920
258,258,258,South Morang,36827,1879.0,5522.0,7112.0,6460.0,3086.0,193,869,1008,1319,1702,1415,1909,1287,2116,15841,24060
259,259,259,South Yarra,36877,812.0,1925.0,13859.0,4831.0,3711.0,244,133,369,1130,854,1302,1780,2798,6495,12846,25147
260,260,260,Southbank,36897,579.0,1129.0,12509.0,3024.0,1465.0,212,116,424,1099,800,835,1287,1894,4101,5517,18709
261,261,261,Spotswood,36987,210.0,367.0,873.0,730.0,425.0,20,58,62,111,176,106,196,262,428,1833,2604
262,262,262,Springvale,37117,1371.0,3433.0,7597.0,4938.0,4355.0,223,1057,1644,900,1190,782,690,510,1080,6130,21714
263,263,263,Springvale South,37157,823.0,2373.0,3931.0,3255.0,2385.0,135,744,1073,537,679,529,537,370,574,4645,12768
264,264,264,St Albans,37177,2420.0,6174.0,12199.0,8625.0,7904.0,385,1868,2706,1541,1966,1167,1342,717,1367,12170,37309
265,265,265,St Helena,37357,164.0,537.0,673.0,856.0,691.0,21,37,91,146,222,177,283,223,360,2385,2923
266,266,266,St Kilda,37407,625.0,1178.0,10664.0,5205.0,2546.0,211,203,500,1252,1161,998,1526,1970,4301,10366,20230
267,267,267,Strathmore,38037,414.0,1849.0,1849.0,2547.0,1759.0,55,109,202,387,439,427,703,742,1263,6602,8419
268,268,268,Strathmore Heights,38047,60.0,193.0,237.0,249.0,275.0,11,15,34,54,68,56,86,56,80,775,1004
269,269,269,Sunbury,38197,2439.0,7211.0,9372.0,10191.0,6871.0,250,1333,1445,2210,2946,1955,2953,1945,2843,28535,36084
270,270,270,Sunshine,38277,724.0,1398.0,3767.0,2258.0,1637.0,89,391,665,448,568,346,531,335,749,4076,9768
271,271,271,Sunshine North,38287,794.0,2047.0,3609.0,2892.0,2354.0,170,554,809,503,615,418,478,290,581,4394,11700
272,272,272,Sunshine West,38297,1202.0,3146.0,5808.0,4381.0,4052.0,205,966,1151,744,892,667,906,470,964,7442,18580
273,273,273,Surrey Hills,38357,689.0,2843.0,3155.0,4018.0,2901.0,89,70,198,538,412,569,914,1332,2719,9635,13605
274,274,274,Sydenham,38547,681.0,2156.0,3468.0,2940.0,1600.0,99,519,572,562,694,573,799,469,777,5470,10838
275,275,275,Tarneit,39087,4208.0,7993.0,13388.0,6765.0,2202.0,293,2086,1438,1950,1780,1387,2378,1423,2733,15398,34562
276,276,276,Taylors Hill,39447,1340.0,4032.0,4359.0,3830.0,1361.0,143,645,668,615,916,732,1141,828,1144,9164,14921
277,277,277,Taylors Lakes,39487,604.0,3120.0,3734.0,5224.0,2823.0,137,570,694,710,1128,1026,1420,1041,1394,9852,15519
278,278,278,Templestowe,39607,697.0,2944.0,3589.0,4599.0,4815.0,119,168,355,599,704,871,1126,1467,2192,9385,16618
279,279,279,Templestowe Lower,39637,728.0,2270.0,2854.0,3577.0,4003.0,99,145,344,504,608,652,799,981,1754,7825,13429
280,280,280,The Basin,39797,296.0,852.0,1073.0,1293.0,903.0,35,116,181,232,442,200,353,270,405,3448,4416
281,281,281,Thomastown,39897,1233.0,3167.0,6108.0,4707.0,5297.0,176,971,1244,827,1131,759,889,512,869,8404,20523
282,282,282,Thornbury,39937,1131.0,2502.0,6888.0,4947.0,3080.0,129,268,556,1010,958,764,1213,1368,3611,12090,18568
283,283,283,Toorak,40457,395.0,1661.0,3687.0,3108.0,4062.0,179,38,162,429,321,619,799,1415,2531,8229,12909
284,284,284,Travancore,40727,115.0,199.0,1556.0,372.0,242.0,26,33,78,127,81,115,184,164,530,961,2480
285,285,285,Truganina,40897,2767.0,3888.0,9631.0,3363.0,1050.0,181,1215,831,1091,986,715,1246,824,1749,8148,20687
286,286,286,Tullamarine,40947,401.0,851.0,2139.0,1646.0,1567.0,71,312,347,364,464,296,494,273,439,3869,6605
287,287,287,Upwey,41407,400.0,1313.0,1615.0,2165.0,1156.0,47,167,266,417,569,306,498,420,921,5269,6652
288,288,288,Vermont,41507,632.0,2169.0,2396.0,2847.0,2396.0,86,159,336,454,527,467,734,666,1463,6670,10442
289,289,289,Vermont South,41517,475.0,2169.0,2434.0,3027.0,3578.0,66,163,345,488,535,600,809,740,1534,6352,11678
290,290,290,Viewbank,41617,384.0,1429.0,1320.0,1981.0,1801.0,28,79,162,298,332,277,490,438,1035,4716,6923
291,291,291,Wallan,41947,930.0,2469.0,3189.0,3003.0,1482.0,92,567,504,561,970,534,821,514,624,8482,11074
292,292,292,Wantirna,42327,718.0,2389.0,3441.0,3624.0,3619.0,94,302,484,647,868,744,1064,849,1611,8317,13818
293,293,293,Wantirna South,42337,922.0,3301.0,4960.0,5161.0,4933.0,165,401,632,864,1059,1034,1472,1273,2484,10338,19271
294,294,294,Warrandyte,42597,203.0,1315.0,984.0,1809.0,1178.0,44,55,130,288,334,260,359,572,809,4202,5502
295,295,295,Waterways,42857,174.0,610.0,566.0,823.0,282.0,22,57,70,100,102,132,201,234,348,1266,2461
296,296,296,Watsonia,42887,356.0,879.0,1466.0,1407.0,1113.0,38,114,175,254,371,234,381,291,610,3936,5214
297,297,297,Watsonia North,42897,243.0,672.0,972.0,988.0,948.0,19,86,160,225,263,189,292,212,446,2859,3814
298,298,298,Werribee,43317,2774.0,7398.0,11834.0,10739.0,7603.0,318,2090,2036,2021,2677,1801,2688,1627,2497,25234,40345
299,299,299,West Footscray,43407,889.0,1485.0,4682.0,2866.0,1529.0,111,342,611,606,607,511,729,720,1613,6250,11450
300,300,300,West Melbourne,43457,182.0,400.0,3584.0,994.0,338.0,59,53,162,307,269,221,367,417,1197,2318,5515
301,301,301,Westmeadows,43577,316.0,966.0,1648.0,1527.0,1388.0,56,277,257,327,418,265,511,243,408,3975,5848
302,302,302,Wheelers Hill,43647,846.0,3479.0,4003.0,5252.0,6165.0,154,289,480,732,834,888,1333,1436,2635,10167,19753
303,303,303,Whittlesea,43777,329.0,1231.0,1264.0,1501.0,1311.0,39,188,229,279,551,262,350,274,335,4599,5611
304,304,304,Williams Landing,48227,884.0,1181.0,2951.0,1338.0,299.0,69,201,213,273,325,305,495,430,1016,2556,6646
305,305,305,Williamstown,43967,764.0,2891.0,2749.0,4634.0,2922.0,121,117,262,559,570,581,924,1474,2257,10264,13969
306,306,306,Williamstown North,43977,87.0,264.0,388.0,496.0,346.0,12,33,32,74,85,76,100,109,229,1094,1593
307,307,307,Windsor,44117,250.0,475.0,3787.0,1395.0,1378.0,61,50,160,424,363,371,536,692,1683,4071,7281
308,308,308,Wollert,44357,1281.0,1566.0,4023.0,1549.0,631.0,67,502,423,465,585,401,589,391,757,4275,9060
309,309,309,Wonga Park,44437,157.0,883.0,724.0,1291.0,750.0,33,65,120,193,322,233,326,382,430,3136,3796
310,310,310,Wyndham Vale,45307,2448.0,5348.0,8079.0,5207.0,2212.0,163,1206,1067,1312,1400,1066,1696,903,1585,14363,23273
311,311,311,Yallambie,45427,313.0,832.0,1207.0,1068.0,699.0,39,62,94,272,374,177,312,326,496,3182,4117
312,312,312,Yarra Glen,45657,176.0,604.0,682.0,773.0,632.0,32,85,140,131,279,158,192,211,232,2300,2869
313,313,313,Yarraville,45777,1152.0,2275.0,5051.0,4309.0,2162.0,103,245,431,690,770,630,1062,1443,2769,10297,14965
